name,type
journal of refractive surgery,3.709
journal of refugee studies,1.143
journal of regional science,1.743
journal of regulatory economics,0.909
journal of rehabilitation,0.378
journal of rehabilitation medicine,1.681
journal of rehabilitation research and development,1.277
journal of reinforced plastics and composites,1.086
journal of religion & health,0.873
journal of renal nutrition,2.318
journal of renewable and sustainable energy,1.135
journal of renewable materials,0.812
journal of reproduction and development,1.424
journal of reproductive and infant psychology,1.351
journal of reproductive immunology,2.798
journal of reproductive medicine,0.848
journal of research in crime and delinquency,2.545
journal of research in medical sciences,1.237
journal of research in music education,0.895
journal of research in personality,2.417
journal of research in reading,1.564
journal of research in science teaching,3.179
journal of research of the national institute of standards and technology,1.34
journal of research on adolescence,2.288
journal of research on educational effectiveness,1.31
journal of resources and ecology,科技核心
journal of retailing,3.772
journal of rheology,3.136
journal of rheumatology,3.15
journal of risk,0.388
journal of risk and insurance,1.343
journal of risk and uncertainty,1.298
journal of risk model validation,0.188
journal of risk research,1.34
journal of rock mechanics and geotechnical engineering (jrmge),科技核心
journal of rubber research,0.237
journal of rural health,1.489
journal of rural studies,2.38
journal of russian laser research,0.648
journal of safety research,1.841
journal of sandwich structures & materials,2.933
journal of saudi chemical society,2.887
journal of scheduling,1.281
journal of scholarly publishing,0.472
journal of school health,1.749
journal of school nursing,1.146
journal of school psychology,3
journal of school violence,2.421
journal of science and medicine in sport,3.857
journal of science education and technology,1.08
journal of scientific & industrial research,0.557
journal of scientific computing,1.899
journal of sea research,1.888
journal of second language writing,1.591
journal of sedimentary research,2.427
journal of seismic exploration,0.549
journal of seismology,1.089
journal of semantics,1.061
journal of semiconductor technology and science,0.515
journal of semiconductors,科技核心
journal of sensors,1.704
journal of sensory studies,1.54
journal of separation science,2.557
journal of service management,2.897
journal of service research,6.847
journal of service theory and practice,1.098
journal of services marketing,1.811
journal of sex & marital therapy,1.935
journal of sex research,2.902
journal of sexual aggression,1.082
journal of sexual medicine,2.978
journal of shellfish research,0.721
journal of ship production and design,0.5
journal of ship research,1.353
journal of shoulder and elbow surgery,2.73
journal of signal processing systems for signal image and video technology,0.893
journal of simulation,0.772
journal of sleep research,3.259
journal of small animal practice,1
journal of small business management,2.876
journal of social and clinical psychology,1.527
journal of social and personal relationships,1.425
journal of social archaeology,1.917
journal of social history,0.364
journal of social issues,1.463
journal of social philosophy,0.214
journal of social policy,1.458
journal of social psychology,0.844
journal of social service research,0.574
journal of social work,0.857
journal of social work education,0.846
journal of social work practice,0.949
journal of socio-economics,1.286
journal of sociolinguistics,1.2
journal of sociology,0.841
journal of software-evolution and process,1.033
journal of soil and water conservation,2.229
journal of soil science and plant nutrition,1.323
journal of soils and sediments,2.522
journal of solar energy engineering-transactions of the asme,1.19
journal of sol-gel science and technology,1.575
journal of solid state chemistry,2.299
journal of solid state electrochemistry,2.316
journal of solution chemistry,1.342
journal of sound and vibration,2.593
journal of south american earth sciences,1.563
journal of south asian development,0.259
journal of southeast asian studies,0.361
journal of southern african studies,0.563
journal of space weather and space climate,2.446
journal of spacecraft and rockets,0.804
journal of spanish cultural studies,0.295
journal of spatial science,0.735
journal of special education,1.279
journal of spectral theory,1
journal of spectroscopy,0.761
journal of speech language and hearing research,1.771
journal of spinal cord medicine,1.633
journal of spinal disorders & techniques,2.042
journal of sport & exercise psychology,2.451
journal of sport & social issues,1.038
journal of sport and health science,2.531
journal of sport management,1.247
journal of sport rehabilitation,1.413
journal of sports economics,0.76
journal of sports medicine and physical fitness,1.215
journal of sports science and medicine,1.797
journal of sports sciences,2.539
journal of statistical computation and simulation,0.757
journal of statistical mechanics-theory and experiment,2.196
journal of statistical physics,1.349
journal of statistical planning and inference,0.858
journal of statistical software,9.436
journal of steroid biochemistry and molecular biology,4.561
journal of stored products research,1.75
journal of strain analysis for engineering design,1.222
journal of strategic information systems,3.486
journal of strategic studies,1.25
journal of strength and conditioning research,2.06
journal of stroke,5.576
journal of stroke & cerebrovascular diseases,1.517
journal of structural biology,2.767
journal of structural chemistry,0.472
journal of structural engineering,2.021
journal of structural geology,2.408
journal of studies in international education,1.294
journal of studies on alcohol and drugs,2.5
journal of substance abuse treatment,2.728
journal of substance use,0.77
journal of sulfur chemistry,1.271
journal of supercomputing,1.326
journal of superconductivity and novel magnetism,1.18
journal of supercritical fluids,2.991
journal of superhard materials,0.689
journal of supply chain management,5.789
journal of surfactants and detergents,1.45
journal of surgical education,2.163
journal of surgical oncology,2.993
journal of surgical research,2.187
journal of surveying engineering,1.667
journal of sustainable forestry,0.625
journal of sustainable tourism,2.978
